loan_id,application_id,customer_id,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,default_flag,write_off_flag,closure_date
LOAN00009459,APP00015138,CUST0024027,2025-03-21,14500.0,20.55,1,14748.31,Closed,0.0,0,0,0,2025-05-11
LOAN00009460,APP00015140,CUST0002658,2025-06-01,176000.0,31.48,12,17286.12,Closed,0.0,0,0,0,2026-06-08
LOAN00009461,APP00015141,CUST0017694,2025-07-18,21500.0,20.98,9,2602.54,Closed,0.0,0,0,0,2026-05-04
LOAN00009462,APP00015142,CUST0009831,2026-03-30,51500.0,20.79,9,6229.26,Active,39237.86,13,0,0,
LOAN00009463,APP00015143,CUST0020087,2025-10-11,196000.0,20.39,12,18192.97,Defaulted,102870.72,162,1,0,
LOAN00009464,APP00015144,CUST0021545,2024-11-25,50500.0,22.19,6,8969.72,Closed,0.0,0,0,0,2025-05-28
LOAN00009465,APP00015146,CUST0015698,2025-09-08,10000.0,20.29,1,10169.08,Closed,0.0,0,0,0,2025-10-12
LOAN00009466,APP00015147,CUST0021474,2025-10-08,11000.0,20.16,6,1942.63,Closed,0.0,0,0,0,2026-04-29
LOAN00009467,APP00015149,CUST0014515,2025-08-04,63500.0,17.2,12,5797.53,Active,11350.45,0,0,0,
LOAN00009468,APP00015151,CUST0022482,2026-06-29,48000.0,24.9,36,1905.93,Active,48000.0,0,0,0,
LOAN00009469,APP00015152,CUST0011140,2026-03-10,27000.0,28.14,3,9425.36,Defaulted,15117.15,127,1,0,
LOAN00009470,APP00015153,CUST0011503,2024-12-12,29500.0,22.07,6,5237.96,Closed,0.0,0,0,0,2025-06-17
LOAN00009471,APP00015155,CUST0005063,2024-05-27,37000.0,23.14,6,6589.49,Closed,0.0,0,0,0,2024-11-29
LOAN00009472,APP00015156,CUST0008725,2025-08-05,10000.0,27.39,3,3486.64,Defaulted,10273.7,131,1,0,
LOAN00009473,APP00015157,CUST0006248,2026-05-21,29500.0,23.54,1,30078.69,Active,0.0,0,0,0,
LOAN00009474,APP00015161,CUST0014874,2026-03-30,128500.0,29.09,6,23270.04,Active,66557.43,0,0,0,
LOAN00009475,APP00015162,CUST0005802,2026-04-22,91500.0,19.84,9,11025.48,Active,89161.23,60,0,0,
LOAN00009476,APP00015163,CUST0009520,2025-04-30,54000.0,25.06,18,3629.95,Active,17921.6,53,0,0,
LOAN00009477,APP00015164,CUST0007144,2026-05-01,70500.0,16.02,24,3452.57,Active,67988.61,0,0,0,
LOAN00009478,APP00015165,CUST0006481,2025-05-20,55500.0,19.65,12,5131.92,Closed,0.0,0,0,0,2026-06-08
LOAN00009479,APP00015166,CUST0011132,2026-03-28,24500.0,19.98,2,12556.79,Closed,0.0,0,0,0,2026-06-10
LOAN00009480,APP00015167,CUST0011513,2025-05-14,39000.0,16.83,9,4642.85,Closed,0.0,0,0,0,2026-03-05
LOAN00009481,APP00015169,CUST0010999,2026-01-30,4500.0,26.77,3,1567.42,Closed,0.0,0,0,0,2026-05-08
LOAN00009482,APP00015170,CUST0011612,2026-05-07,259000.0,24.37,24,13741.49,Active,250518.37,0,0,0,
LOAN00009483,APP00015173,CUST0016202,2025-09-23,286000.0,21.15,9,34643.4,Closed,0.0,0,0,0,2026-06-30
LOAN00009484,APP00015175,CUST0017876,2026-06-30,51000.0,17.74,6,8945.18,Active,51000.0,0,0,0,
LOAN00009485,APP00015176,CUST0010109,2026-06-15,106500.0,25.07,24,5687.81,Active,106500.0,0,0,0,
LOAN00009486,APP00015177,CUST0012148,2024-08-27,89000.0,23.39,36,3463.28,Active,45978.39,2,0,0,
LOAN00009487,APP00015178,CUST0002350,2025-07-09,60000.0,27.32,6,10811.78,Defaulted,46482.25,200,1,0,
LOAN00009488,APP00015180,CUST0019737,2026-06-14,55500.0,19.82,6,9792.03,Active,55500.0,0,0,0,
LOAN00009489,APP00015181,CUST0010582,2025-08-18,104000.0,25.05,24,5553.25,Active,71736.69,23,0,0,
LOAN00009490,APP00015182,CUST0017927,2026-05-19,7500.0,19.91,12,694.44,Active,6930.0,0,0,0,
LOAN00009491,APP00015183,CUST0012649,2026-01-25,39000.0,19.47,6,6874.07,Active,16315.67,54,0,0,
LOAN00009492,APP00015184,CUST0010825,2026-03-05,274000.0,28.55,18,18891.29,Defaulted,224337.09,176,1,0,
LOAN00009493,APP00015186,CUST0013340,2026-03-28,74000.0,22.96,9,9028.68,Active,50721.8,0,0,0,
LOAN00009494,APP00015188,CUST0022438,2026-05-22,94000.0,26.9,24,5106.98,Active,91000.19,0,0,0,
LOAN00009495,APP00015189,CUST0024255,2025-01-23,41500.0,21.49,12,3873.99,Active,7195.18,0,0,0,
LOAN00009496,APP00015191,CUST0015486,2026-03-31,13500.0,28.1,2,6988.01,Closed,0.0,0,0,0,2026-06-16
LOAN00009497,APP00015192,CUST0010869,2026-05-07,37000.0,22.7,12,3475.47,Active,34224.45,0,0,0,
LOAN00009498,APP00015193,CUST0022399,2026-05-30,148000.0,24.61,9,18176.3,Active,132858.93,0,0,0,
LOAN00009499,APP00015195,CUST0005562,2025-05-31,12000.0,24.52,1,12245.2,Closed,0.0,0,0,0,2025-07-11
LOAN00009500,APP00015196,CUST0003158,2026-03-11,214000.0,19.98,12,19821.74,Active,164407.45,0,0,0,
LOAN00009501,APP00015197,CUST0016097,2024-09-02,62000.0,29.37,9,7759.07,Closed,0.0,0,0,0,2025-06-21
LOAN00009502,APP00015198,CUST0006510,2026-04-03,147000.0,31.23,36,6339.83,Active,153979.49,55,0,0,
LOAN00009503,APP00015199,CUST0012525,2026-03-29,21500.0,22.53,9,2618.71,Active,14729.31,0,0,0,
LOAN00009504,APP00015202,CUST0018100,2026-02-10,298000.0,25.2,9,36684.06,Active,215828.37,6,0,0,
LOAN00009505,APP00015203,CUST0011716,2026-01-18,479000.0,19.16,12,44179.59,Active,290415.47,0,0,0,
LOAN00009506,APP00015204,CUST0002063,2026-05-21,19500.0,18.11,12,1788.78,Active,18005.51,0,0,0,
LOAN00009507,APP00015205,CUST0004888,2025-07-21,276000.0,27.38,24,15062.17,Defaulted,195508.78,135,1,0,
LOAN00009508,APP00015206,CUST0009699,2025-07-17,107000.0,27.16,12,10282.22,Active,20203.94,29,0,0,
LOAN00009509,APP00015207,CUST0018951,2026-04-15,160000.0,19.95,24,8139.42,Active,148950.06,0,0,0,
LOAN00009510,APP00015209,CUST0021841,2026-05-28,23500.0,27.96,24,1289.4,Active,22758.15,0,0,0,
LOAN00009511,APP00015212,CUST0010745,2026-03-17,53500.0,22.36,9,6511.9,Active,36644.75,0,0,0,
LOAN00009512,APP00015215,CUST0020302,2025-09-25,63000.0,18.11,2,32214.86,Closed,0.0,0,0,0,2025-11-27
LOAN00009513,APP00015217,CUST0008767,2025-02-17,112500.0,29.87,18,7830.56,Active,24453.76,59,0,0,
LOAN00009514,APP00015218,CUST0011723,2025-09-17,97000.0,25.45,12,9240.48,Active,37008.34,26,0,0,
LOAN00009515,APP00015219,CUST0024838,2025-11-28,136500.0,28.59,24,7533.38,Active,116672.06,36,0,0,
LOAN00009516,APP00015220,CUST0000355,2025-12-30,236500.0,23.95,12,22357.62,Active,125252.3,0,0,0,
LOAN00009517,APP00015221,CUST0023853,2024-06-01,232000.0,29.23,9,29017.96,Defaulted,32302.78,168,1,0,
LOAN00009518,APP00015222,CUST0023116,2025-05-10,20500.0,23.77,3,7105.82,Closed,0.0,0,0,0,2025-08-12
LOAN00009519,APP00015224,CUST0019583,2026-06-02,69000.0,25.25,6,12361.62,Active,69000.0,0,0,0,
LOAN00009520,APP00015225,CUST0012761,2026-01-19,94000.0,26.49,6,16899.13,Active,53507.88,37,0,0,
LOAN00009521,APP00015226,CUST0002294,2026-05-07,63000.0,19.83,12,5830.85,Active,58210.23,0,0,0,
LOAN00009522,APP00015228,CUST0008709,2025-04-07,5500.0,27.59,2,2845.2,Active,4584.89,0,0,0,
LOAN00009523,APP00015230,CUST0000527,2025-12-29,51500.0,20.48,12,4782.52,Active,28842.08,8,0,0,
LOAN00009524,APP00015231,CUST0020697,2025-10-27,30500.0,21.05,3,10525.41,Closed,0.0,0,0,0,2026-02-01
LOAN00009525,APP00015232,CUST0003511,2026-03-05,59000.0,28.28,18,4059.91,Active,59411.99,58,0,0,
LOAN00009526,APP00015233,CUST0000008,2025-07-27,4500.0,26.44,3,1566.58,Closed,0.0,0,0,0,2025-11-11
LOAN00009527,APP00015234,CUST0015556,2026-06-02,112500.0,25.77,6,20184.24,Active,112500.0,0,0,0,
LOAN00009528,APP00015235,CUST0015725,2026-02-18,32000.0,17.82,1,32475.2,Closed,0.0,0,0,0,2026-03-18
LOAN00009529,APP00015236,CUST0012023,2025-10-06,218500.0,31.8,6,39867.9,Written Off,130175.5,276,1,1,
LOAN00009530,APP00015237,CUST0013169,2025-06-10,44500.0,23.18,1,45359.59,Closed,0.0,0,0,0,2025-07-11
LOAN00009531,APP00015240,CUST0007768,2026-04-22,7500.0,24.61,1,7653.81,Active,14434.62,12,0,0,
LOAN00009532,APP00015241,CUST0024639,2026-04-19,23500.0,28.77,18,1622.81,Active,23598.85,60,0,0,
LOAN00009533,APP00015243,CUST0014526,2025-04-29,40000.0,21.46,18,2618.69,Active,10022.64,0,0,0,
LOAN00009534,APP00015244,CUST0001791,2026-04-26,6000.0,18.28,6,1053.99,Active,4060.16,0,0,0,
LOAN00009535,APP00015245,CUST0017050,2026-06-28,51500.0,26.3,3,17924.58,Active,51500.0,0,0,0,
LOAN00009536,APP00015247,CUST0020186,2026-01-26,286000.0,18.65,24,14368.28,Active,234816.77,0,0,0,
LOAN00009537,APP00015249,CUST0015321,2024-10-31,14500.0,23.29,3,5022.15,Closed,0.0,0,0,0,2025-02-13
LOAN00009538,APP00015254,CUST0008076,2026-06-25,28500.0,29.78,24,1590.29,Active,28500.0,0,0,0,
LOAN00009539,APP00015255,CUST0017020,2025-08-12,23500.0,17.02,24,1162.12,Active,14662.38,0,0,0,
LOAN00009540,APP00015256,CUST0010147,2025-11-10,17000.0,21.69,1,17307.27,Closed,0.0,0,0,0,2025-12-28
LOAN00009541,APP00015258,CUST0005700,2026-06-28,78000.0,18.55,18,4997.33,Active,78000.0,0,0,0,
LOAN00009542,APP00015259,CUST0023690,2024-06-12,12000.0,22.01,12,1123.19,Defaulted,2914.43,153,1,0,
LOAN00009543,APP00015261,CUST0005720,2026-03-28,3500.0,28.27,2,1812.08,Closed,0.0,0,0,0,2026-06-12
LOAN00009544,APP00015265,CUST0006760,2026-06-23,71500.0,23.81,24,3773.51,Active,71500.0,0,0,0,
LOAN00009545,APP00015266,CUST0020379,2026-01-24,60000.0,17.81,2,30669.51,Closed,0.0,0,0,0,2026-03-28
LOAN00009546,APP00015267,CUST0019355,2026-04-07,22500.0,22.49,9,2740.07,Active,17819.78,0,0,0,
LOAN00009547,APP00015268,CUST0010226,2025-01-01,28500.0,28.57,12,2758.37,Defaulted,10679.04,192,1,0,
LOAN00009548,APP00015269,CUST0012274,2026-04-11,30000.0,21.25,2,15399.6,Closed,0.0,0,0,0,2026-06-30
LOAN00009549,APP00015271,CUST0006902,2025-04-05,37500.0,18.26,6,6587.05,Closed,0.0,0,0,0,2025-10-23
LOAN00009550,APP00015272,CUST0013033,2026-01-07,138000.0,24.85,18,9262.32,Active,104623.12,0,0,0,
LOAN00009551,APP00015273,CUST0002216,2026-04-16,189500.0,28.67,12,18350.06,Defaulted,182006.62,168,1,0,
LOAN00009552,APP00015274,CUST0005400,2025-07-10,31500.0,23.41,1,32114.51,Active,28616.97,0,0,0,
LOAN00009553,APP00015275,CUST0021090,2026-03-17,24000.0,23.68,3,8317.79,Defaulted,18522.11,92,1,0,
LOAN00009554,APP00015276,CUST0004896,2026-03-19,19000.0,14.68,12,1712.04,Active,15759.76,19,0,0,
LOAN00009555,APP00015277,CUST0014417,2025-11-03,389000.0,24.02,18,25950.92,Active,253953.64,0,0,0,
LOAN00009556,APP00015278,CUST0006751,2025-10-16,8500.0,23.28,2,4374.07,Closed,0.0,0,0,0,
LOAN00009557,APP00015279,CUST0002476,2026-06-21,63500.0,16.01,9,7534.54,Active,63500.0,0,0,0,
LOAN00009558,APP00015281,CUST0008222,2025-12-05,188000.0,27.39,6,33883.54,Active,17391.49,10,0,0,
LOAN00009559,APP00015284,CUST0020463,2026-03-26,105500.0,29.13,9,13190.47,Active,94023.74,46,0,0,
LOAN00009560,APP00015287,CUST0010003,2026-03-26,28500.0,17.98,18,1818.19,Active,24263.66,0,0,0,
LOAN00009561,APP00015288,CUST0010463,2025-04-19,89000.0,24.02,24,4706.42,Active,42272.03,0,0,0,
LOAN00009562,APP00015289,CUST0003426,2026-06-07,43000.0,19.43,12,3971.56,Active,43000.0,0,0,0,
LOAN00009563,APP00015293,CUST0007414,2024-07-02,56500.0,20.39,9,6823.1,Closed,0.0,0,0,0,2025-04-19
LOAN00009564,APP00015294,CUST0017049,2025-09-21,44000.0,28.05,36,1821.19,Active,40039.21,49,0,0,
LOAN00009565,APP00015295,CUST0001077,2025-10-21,49000.0,25.28,12,4663.83,Active,17712.68,0,0,0,
LOAN00009566,APP00015297,CUST0002444,2026-03-17,140500.0,22.17,18,9246.46,Active,120176.95,0,0,0,
LOAN00009567,APP00015298,CUST0017820,2026-03-12,39500.0,27.05,24,2149.02,Active,37076.03,10,0,0,
LOAN00009568,APP00015299,CUST0007031,2026-05-17,225000.0,19.26,24,11370.38,Active,217240.87,0,0,0,
LOAN00009569,APP00015301,CUST0005298,2025-05-11,75500.0,32.16,24,4305.82,Active,40555.54,0,0,0,
LOAN00009570,APP00015302,CUST0004723,2024-09-12,44500.0,22.08,24,2310.34,Active,14392.52,71,0,0,
LOAN00009571,APP00015303,CUST0015507,2026-05-28,26500.0,23.59,2,13641.98,Active,13378.97,0,0,0,
LOAN00009572,APP00015305,CUST0004819,2025-07-18,120000.0,28.34,24,6607.43,Active,79033.59,18,0,0,
LOAN00009573,APP00015306,CUST0013235,2025-08-18,24000.0,24.09,3,8323.33,Closed,0.0,0,0,0,2025-11-30
LOAN00009574,APP00015307,CUST0008988,2026-04-16,56000.0,22.17,18,3685.42,Active,54725.0,1,0,0,
LOAN00009575,APP00015308,CUST0002981,2026-04-22,69500.0,27.73,12,6697.99,Defaulted,72738.93,170,1,0,
LOAN00009576,APP00015310,CUST0020991,2025-08-21,62500.0,19.22,36,2297.96,Active,48555.0,0,0,0,
LOAN00009577,APP00015312,CUST0002735,2025-08-11,16000.0,21.44,2,8215.03,Closed,0.0,0,0,0,2025-10-23
LOAN00009578,APP00015313,CUST0019742,2025-10-09,92000.0,28.32,6,16624.48,Closed,0.0,0,0,0,2026-04-19
LOAN00009579,APP00015314,CUST0004815,2024-07-24,39000.0,19.56,2,19978.06,Closed,0.0,0,0,0,2024-09-27
LOAN00009580,APP00015315,CUST0020706,2024-08-08,5500.0,27.74,2,2845.72,Closed,0.0,0,0,0,2024-10-09
LOAN00009581,APP00015316,CUST0024194,2026-05-05,112000.0,20.02,18,7254.56,Active,106613.97,0,0,0,
LOAN00009582,APP00015317,CUST0003707,2025-06-08,73000.0,18.76,9,8758.24,Closed,0.0,0,0,0,2026-03-22
LOAN00009583,APP00015320,CUST0004155,2025-09-14,34000.0,22.57,9,4141.87,Closed,0.0,0,0,0,2026-06-26
LOAN00009584,APP00015323,CUST0015498,2025-10-10,81500.0,25.52,18,5496.95,Active,51945.41,2,0,0,
LOAN00009585,APP00015325,CUST0020516,2026-01-21,302500.0,26.37,18,20529.45,Active,248892.57,9,0,0,
LOAN00009586,APP00015327,CUST0022643,2025-04-18,66500.0,24.95,18,4466.62,Active,16975.14,0,0,0,
LOAN00009587,APP00015331,CUST0006352,2025-12-11,46000.0,22.44,6,8176.2,Closed,0.0,0,0,0,2026-06-18
LOAN00009588,APP00015332,CUST0005279,2025-09-04,13500.0,21.37,1,13740.41,Closed,0.0,0,0,0,2025-10-21
LOAN00009589,APP00015333,CUST0023332,2025-01-14,423000.0,22.86,6,75274.49,Closed,0.0,0,0,0,2025-07-20
LOAN00009590,APP00015334,CUST0021086,2026-06-29,140500.0,29.57,9,17596.91,Active,140500.0,0,0,0,
LOAN00009591,APP00015340,CUST0020387,2025-11-02,33000.0,29.23,24,1832.07,Active,27091.67,10,0,0,
LOAN00009592,APP00015341,CUST0023709,2024-05-02,87500.0,30.73,24,4925.31,Active,7456.61,8,0,0,
LOAN00009593,APP00015342,CUST0002218,2026-06-29,111500.0,19.58,12,10306.35,Active,111500.0,0,0,0,
LOAN00009594,APP00015343,CUST0003655,2026-06-30,382000.0,29.36,6,69228.44,Active,382000.0,0,0,0,
LOAN00009595,APP00015344,CUST0012229,2024-07-29,55500.0,23.92,1,56606.3,Defaulted,59109.75,117,1,0,
LOAN00009596,APP00015345,CUST0021449,2025-10-02,23500.0,20.33,1,23898.13,Defaulted,18256.28,150,1,0,
LOAN00009597,APP00015346,CUST0022866,2026-04-02,5000.0,24.9,3,1736.31,Active,5915.24,86,0,0,
LOAN00009598,APP00015347,CUST0007271,2026-05-28,61000.0,17.84,18,3887.5,Active,58019.37,0,0,0,
LOAN00009599,APP00015348,CUST0004931,2025-12-28,11000.0,25.46,12,1047.94,Defaulted,6708.06,90,1,0,
LOAN00009600,APP00015353,CUST0015231,2026-01-04,13000.0,26.39,3,4525.31,Defaulted,12656.86,178,1,0,
LOAN00009601,APP00015354,CUST0022593,2026-04-01,56500.0,19.74,18,3652.06,Active,51009.94,0,0,0,
LOAN00009602,APP00015355,CUST0012994,2026-06-17,35000.0,25.47,3,12165.38,Active,35000.0,0,0,0,
LOAN00009603,APP00015357,CUST0000696,2025-04-12,259500.0,29.63,24,14460.0,Defaulted,125084.55,181,1,0,
LOAN00009604,APP00015358,CUST0013352,2026-05-04,111000.0,25.87,12,10596.83,Active,102796.15,0,0,0,
LOAN00009605,APP00015359,CUST0010796,2026-05-02,15000.0,21.06,2,7698.01,Active,7565.24,0,0,0,
LOAN00009606,APP00015360,CUST0008677,2025-10-02,10000.0,27.41,1,10228.42,Defaulted,10331.57,164,1,0,
LOAN00009607,APP00015361,CUST0017542,2026-06-28,245000.0,24.38,12,23212.18,Active,245000.0,0,0,0,
LOAN00009608,APP00015363,CUST0012825,2024-05-04,45500.0,22.6,3,15741.5,Closed,0.0,0,0,0,2024-08-10
LOAN00009609,APP00015364,CUST0011362,2026-03-25,205000.0,27.47,6,36955.74,Active,193058.79,82,0,0,
LOAN00009610,APP00015366,CUST0011483,2024-06-22,107500.0,24.15,24,5691.69,Closed,0.0,0,0,0,2026-06-30
LOAN00009611,APP00015367,CUST0008444,2024-08-30,69000.0,28.47,18,4754.55,Closed,0.0,0,0,0,2026-03-18
LOAN00009612,APP00015369,CUST0017149,2026-05-12,4500.0,19.75,3,1549.64,Active,3024.42,0,0,0,
LOAN00009613,APP00015370,CUST0000238,2026-06-26,170000.0,28.12,12,16416.0,Active,170000.0,0,0,0,
LOAN00009614,APP00015371,CUST0003403,2025-09-24,23500.0,21.84,9,2854.43,Closed,0.0,0,0,0,2026-06-24
LOAN00009615,APP00015376,CUST0000136,2025-05-09,39000.0,16.2,12,3542.2,Closed,0.0,0,0,0,2026-05-25
LOAN00009616,APP00015381,CUST0004446,2025-10-24,98500.0,26.55,12,9436.1,Active,35745.59,0,0,0,
LOAN00009617,APP00015382,CUST0013465,2025-11-04,40000.0,17.23,3,13718.04,Closed,0.0,0,0,0,2026-02-05
LOAN00009618,APP00015383,CUST0023171,2025-09-30,20500.0,26.41,12,1962.46,Defaulted,11315.35,142,1,0,
LOAN00009619,APP00015384,CUST0022901,2025-09-19,35500.0,23.75,1,36202.6,Closed,0.0,0,0,0,2025-10-22
LOAN00009620,APP00015385,CUST0001056,2026-01-25,15500.0,18.8,3,5329.39,Closed,0.0,0,0,0,2026-05-03
LOAN00009621,APP00015386,CUST0015003,2025-11-27,53000.0,19.16,6,9333.48,Defaulted,30646.6,167,1,0,
LOAN00009622,APP00015388,CUST0023734,2025-03-01,17000.0,25.45,1,17360.54,Closed,0.0,0,0,0,2025-04-20
LOAN00009623,APP00015389,CUST0014454,2025-09-28,346000.0,26.44,12,33127.55,Active,95158.89,0,0,0,
LOAN00009624,APP00015392,CUST0024953,2026-04-15,17000.0,23.93,2,8755.09,Closed,0.0,0,0,0,2026-06-25
LOAN00009625,APP00015393,CUST0004301,2026-01-05,115000.0,31.42,18,8094.03,Active,94266.86,30,0,0,
LOAN00009626,APP00015396,CUST0023077,2025-11-16,201500.0,21.91,12,18850.54,Active,118461.1,36,0,0,
LOAN00009627,APP00015399,CUST0006120,2025-11-13,72000.0,27.11,18,4912.68,Written Off,42028.66,246,1,1,
LOAN00009628,APP00015400,CUST0009954,2025-08-13,137000.0,25.0,36,5447.1,Active,108499.69,0,0,0,
LOAN00009629,APP00015402,CUST0020603,2025-12-06,25500.0,21.46,6,4519.94,Closed,0.0,0,0,0,2026-06-17
LOAN00009630,APP00015404,CUST0021593,2024-12-19,21000.0,17.17,9,2503.43,Closed,0.0,0,0,0,2025-10-02
LOAN00009631,APP00015405,CUST0014969,2026-06-03,32500.0,26.24,9,4017.31,Active,32500.0,0,0,0,
LOAN00009632,APP00015407,CUST0004578,2026-06-23,327500.0,24.24,24,17354.54,Active,327500.0,0,0,0,
LOAN00009633,APP00015409,CUST0020417,2026-02-07,279000.0,21.7,12,26072.57,Active,202245.25,6,0,0,
LOAN00009634,APP00015411,CUST0013254,2026-05-03,30500.0,29.49,12,2965.71,Active,28283.83,0,0,0,
LOAN00009635,APP00015412,CUST0014435,2026-02-01,65000.0,21.84,9,7895.24,Active,46846.82,11,0,0,
LOAN00009636,APP00015415,CUST0018932,2024-12-27,83500.0,19.43,6,14715.89,Closed,0.0,0,0,0,2025-07-17
LOAN00009637,APP00015416,CUST0023818,2026-04-21,147000.0,25.2,9,18095.83,Active,116667.15,0,0,0,
LOAN00009638,APP00015417,CUST0012565,2026-05-03,101000.0,27.92,24,5539.62,Active,97810.31,0,0,0,
LOAN00009639,APP00015419,CUST0023583,2026-05-20,10500.0,27.78,1,10743.07,Active,0.0,0,0,0,
LOAN00009640,APP00015420,CUST0001539,2025-09-29,72500.0,27.74,12,6987.47,Active,27531.63,40,0,0,
LOAN00009641,APP00015421,CUST0002306,2025-04-29,74000.0,19.24,12,6828.07,Closed,0.0,0,0,0,2026-05-20
LOAN00009642,APP00015422,CUST0011944,2025-06-13,14000.0,20.55,3,4827.4,Closed,0.0,0,0,0,2025-09-24
LOAN00009643,APP00015423,CUST0004572,2025-01-19,44000.0,16.6,12,4004.66,Active,3953.66,0,0,0,
LOAN00009644,APP00015424,CUST0012924,2025-04-23,18000.0,22.28,12,1687.13,Closed,0.0,0,0,0,2026-04-30
LOAN00009645,APP00015425,CUST0004028,2025-11-25,11000.0,28.05,3,3839.4,Closed,0.0,0,0,0,2026-03-07
LOAN00009646,APP00015426,CUST0018757,2026-06-14,378500.0,24.06,9,46383.16,Active,378500.0,0,0,0,
LOAN00009647,APP00015427,CUST0017501,2026-04-06,16000.0,20.05,9,1929.58,Active,14620.67,40,0,0,
LOAN00009648,APP00015428,CUST0009693,2025-03-07,175500.0,25.63,18,11846.49,Active,34073.66,0,0,0,
LOAN00009649,APP00015430,CUST0004046,2025-08-02,115000.0,28.16,12,11107.19,Defaulted,31095.96,104,1,0,
LOAN00009650,APP00015431,CUST0005237,2025-11-12,63500.0,20.72,1,64596.43,Closed,0.0,0,0,0,2025-12-24
LOAN00009651,APP00015432,CUST0002673,2026-06-15,50000.0,19.45,2,25609.44,Active,50000.0,0,0,0,
LOAN00009652,APP00015433,CUST0007571,2026-04-28,47000.0,21.96,18,3088.34,Active,42502.74,0,0,0,
LOAN00009653,APP00015436,CUST0012981,2026-04-04,9000.0,22.63,12,845.08,Active,10171.45,85,0,0,
LOAN00009654,APP00015438,CUST0002338,2026-05-30,23500.0,19.57,6,4143.24,Active,19740.01,0,0,0,
LOAN00009655,APP00015445,CUST0014166,2026-05-22,266000.0,31.28,18,18703.11,Active,254230.62,0,0,0,
LOAN00009656,APP00015446,CUST0019892,2026-05-26,227500.0,28.94,24,12596.37,Active,220390.17,0,0,0,
LOAN00009657,APP00015447,CUST0004016,2026-03-08,20500.0,24.78,1,20923.32,Closed,0.0,0,0,0,2026-04-22
LOAN00009658,APP00015448,CUST0022776,2025-06-03,258500.0,20.07,24,13165.41,Active,142070.62,0,0,0,
LOAN00009659,APP00015449,CUST0012073,2025-04-07,69500.0,20.83,1,70706.4,Closed,0.0,0,0,0,2025-05-27
LOAN00009660,APP00015450,CUST0023999,2025-01-17,64000.0,17.21,3,21948.15,Closed,0.0,0,0,0,2025-04-24
LOAN00009661,APP00015451,CUST0003852,2025-11-19,36000.0,20.13,6,6357.16,Closed,0.0,0,0,0,2026-06-05
LOAN00009662,APP00015452,CUST0024399,2026-02-24,240000.0,21.63,24,12406.95,Active,206791.7,0,0,0,
LOAN00009663,APP00015454,CUST0024734,2025-05-01,57000.0,18.68,12,5244.22,Closed,0.0,0,0,0,2026-05-06
LOAN00009664,APP00015455,CUST0001930,2026-06-10,49000.0,22.64,12,4601.23,Active,49000.0,0,0,0,
LOAN00009665,APP00015457,CUST0005143,2025-05-22,28000.0,25.07,9,3445.05,Closed,0.0,0,0,0,2026-02-27
LOAN00009666,APP00015460,CUST0013230,2025-12-21,127000.0,26.12,6,22808.14,Closed,0.0,0,0,0,2026-06-30
LOAN00009667,APP00015463,CUST0003586,2026-04-08,59500.0,19.49,6,10487.96,Active,50759.78,4,0,0,
LOAN00009668,APP00015465,CUST0016816,2025-05-17,12000.0,23.23,6,2137.67,Active,2737.62,71,0,0,
LOAN00009669,APP00015466,CUST0020954,2026-06-21,22500.0,18.48,12,2067.94,Active,22500.0,0,0,0,
LOAN00009670,APP00015467,CUST0008433,2025-01-10,251500.0,19.48,18,16225.14,Defaulted,49276.5,104,1,0,
LOAN00009671,APP00015468,CUST0008147,2025-12-05,421500.0,22.1,12,39470.32,Active,222276.5,0,0,0,
LOAN00009672,APP00015470,CUST0003204,2025-03-04,34500.0,27.52,36,1418.11,Active,24220.22,20,0,0,
LOAN00009673,APP00015471,CUST0022389,2026-06-03,82500.0,26.79,12,7912.98,Active,82500.0,0,0,0,
LOAN00009674,APP00015472,CUST0002114,2026-02-02,37000.0,22.77,1,37702.08,Closed,0.0,0,0,0,2026-03-11
LOAN00009675,APP00015473,CUST0004276,2024-11-28,232000.0,27.6,36,9546.29,Active,133074.2,0,0,0,
LOAN00009676,APP00015474,CUST0021226,2025-11-21,39000.0,16.2,18,2455.09,Active,24940.65,0,0,0,
LOAN00009677,APP00015476,CUST0002494,2025-11-12,41500.0,19.05,1,42158.81,Closed,0.0,0,0,0,2025-12-21
LOAN00009678,APP00015479,CUST0006579,2026-06-14,12000.0,27.16,2,6204.46,Active,12000.0,0,0,0,
LOAN00009679,APP00015481,CUST0016001,2026-05-23,26500.0,21.88,6,4702.77,Active,22280.41,0,0,0,
LOAN00009680,APP00015483,CUST0010495,2026-03-19,168500.0,25.42,9,20760.61,Active,139446.58,4,0,0,
LOAN00009681,APP00015485,CUST0010815,2025-09-29,288000.0,22.63,9,35092.46,Closed,0.0,0,0,0,2026-06-30
LOAN00009682,APP00015486,CUST0015076,2026-06-29,14000.0,22.45,1,14261.92,Active,14000.0,0,0,0,
LOAN00009683,APP00015487,CUST0011947,2026-01-02,24000.0,19.18,24,1211.91,Active,20611.24,19,0,0,
LOAN00009684,APP00015489,CUST0015454,2026-05-03,26500.0,25.08,3,9205.11,Active,17848.74,0,0,0,
LOAN00009685,APP00015490,CUST0017251,2024-10-26,14000.0,21.1,2,7185.16,Closed,0.0,0,0,0,2025-01-14
