loan_id,application_id,customer_id,state,city,gender,employment_type,occupation_category,income_band,monthly_income,credit_score,debt_to_income_ratio,acquisition_channel,loan_product,purpose_category,risk_band,underwriting_score,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,delinquency_bucket,default_flag,write_off_flag,total_due_amount,total_paid_amount,repayment_completion_rate,missed_payment_count,partial_payment_count,late_payment_count,avg_days_late,max_days_late,pd_score,lgd,ead,expected_credit_loss,par30_flag,par60_flag,par90_flag,risk_priority_score,risk_priority_band,total_contact_attempts,total_recovered_amount,promise_to_pay_count,last_action_date,last_contact_attempt_number,expected_recoverable_value,collections_priority_score,recommended_next_action
LOAN00017059,APP00027587,CUST0015251,Telangana,Karimnagar,Female,Gig Worker,Transport and Logistics,Upper Mass,56072,562,0.413,Referral,Personal Loan,Travel,Critical,34.89,2025-07-11,60500.0,26.98,18,4124.12,Active,36391.46,88,Default,0,0,45365.32,31515.29,0.6947,2,3,1,25.181818181818183,99,0.5854,0.58,36391.46,12356.07,1,1,0,51.38,Medium Priority,14.0,28428.95,2.0,2026-06-29,14.0,17118.54,28.9,Escalated call + field follow-up
LOAN00003596,APP00005740,CUST0018028,Madhya Pradesh,Bhopal,Female,Small Business Owner,Trading,Mass Market,34792,660,0.53,DSA Agent,Business Micro-loan,Inventory Purchase,Critical,30.32,2025-11-29,54000.0,31.29,18,3797.14,Active,47959.33,88,61-90 DPD,0,0,26579.98,11360.88,0.4274,2,3,2,24.0,89,0.4744,0.58,47959.33,13196.11,1,1,0,46.72,Medium Priority,7.0,34520.38,1.0,2026-06-26,7.0,21351.49,28.89,Escalated call + field follow-up
LOAN00017987,APP00029118,CUST0011607,Karnataka,Mangaluru,Male,Small Business Owner,Services Business,Affluent,107403,687,0.485,Mobile App,Personal Loan,Family Event,Critical,38.23,2025-05-30,160000.0,29.14,36,6717.11,Active,136758.29,75,61-90 DPD,0,0,87322.43,45859.53,0.5252,5,2,2,36.15384615384615,114,0.3985,0.58,136758.29,31608.94,1,1,0,45.85,Medium Priority,11.0,182747.75,2.0,2026-06-08,11.0,64331.1,28.89,Escalated call + field follow-up
LOAN00007298,APP00011736,CUST0021106,Telangana,Hyderabad,Male,Salaried,Manufacturing,Affluent,102574,636,0.306,Referral,Personal Loan,Education,High,49.92,2026-03-07,239000.0,23.51,24,12577.82,Active,236591.56,48,31-60 DPD,0,0,37733.46,17173.92,0.4551,0,1,1,12.666666666666666,35,0.24,0.45,236591.56,25551.89,1,0,0,29.57,Low Priority,1.0,0.0,0.0,2026-05-30,1.0,130125.36,28.88,Priority phone call
LOAN00007563,APP00012150,CUST0017399,Madhya Pradesh,Jabalpur,Male,Contract Worker,Construction,Mass Market,34068,626,0.421,Paid Search,Consumer Durable Loan,Laptop,Critical,41.64,2026-03-17,31000.0,25.32,9,3817.94,Active,32353.64,82,61-90 DPD,0,0,11453.82,7635.88,0.6667,0,0,3,11.333333333333334,25,0.38,0.58,32353.64,7130.74,1,1,0,42.03,Medium Priority,4.0,0.0,1.0,2026-06-22,4.0,14403.84,28.88,Escalated call + field follow-up
LOAN00005252,APP00008409,CUST0001877,Karnataka,Mysuru,Female,Small Business Owner,Small Business,Upper Mass,72151,676,0.336,Mobile App,Personal Loan,Travel,Medium,63.94,2026-02-09,107500.0,24.14,12,10172.44,Active,106781.73,69,61-90 DPD,0,0,40689.76,20344.88,0.5,2,0,1,52.25,102,0.38,0.58,106781.73,23534.69,1,1,0,44.16,Medium Priority,6.0,51516.2,1.0,2026-06-29,6.0,47539.23,28.82,Escalated call + field follow-up
LOAN00004246,APP00006795,CUST0008098,Karnataka,Mysuru,Male,Self-employed,Professional Services,Upper Mass,56123,667,0.567,Social Media,Consumer Durable Loan,Furniture,High,45.48,2026-01-04,31500.0,20.67,6,5571.01,Active,14092.83,60,31-60 DPD,0,0,27855.050000000003,16713.03,0.6,2,0,1,40.8,105,0.38,0.58,14092.83,3106.06,1,1,0,41.5,Medium Priority,4.0,3492.24,3.0,2026-06-24,4.0,6984.41,28.81,Priority phone call
LOAN00009356,APP00014973,CUST0024071,Telangana,Karimnagar,Male,Gig Worker,Freelance Services,Mass Market,39963,723,0.252,Website,Business Micro-loan,Shop Renovation,Critical,31.79,2026-02-26,148500.0,29.86,24,8292.36,Active,145670.55,51,31-60 DPD,0,0,33169.44,19747.06,0.5953,1,1,2,41.0,113,0.5445,0.45,145670.55,35692.93,1,0,0,40.67,Medium Priority,4.0,49166.37,1.0,2026-06-19,4.0,84925.93,28.81,Priority phone call
LOAN00009113,APP00014605,CUST0014756,Karnataka,Mysuru,Male,Salaried,Education,Upper Mass,57243,741,0.523,Mobile App,Salary Advance,Rent Payment,Low,76.38,2026-04-17,38500.0,17.76,3,13215.06,Active,51722.33,88,61-90 DPD,0,0,26430.12,0.0,0.0,1,1,0,24.5,49,0.38,0.58,51722.33,11399.6,1,1,0,42.58,Medium Priority,4.0,0.0,0.0,2026-06-27,4.0,21723.38,28.79,Escalated call + field follow-up
LOAN00005833,APP00009383,CUST0014327,Gujarat,Vadodara,Female,Small Business Owner,Services Business,Upper Mass,92069,666,0.589,Social Media,Consumer Durable Loan,Mobile Phone,High,45.76,2026-03-14,25500.0,21.27,24,1313.72,Active,25492.88,61,61-90 DPD,0,0,3941.16,3941.16,1.0,0,0,0,0.6666666666666666,2,0.38,0.58,25492.88,5618.63,1,1,0,41.83,Medium Priority,3.0,3699.62,2.0,2026-06-27,3.0,11991.85,28.78,Escalated call + field follow-up
LOAN00001562,APP00002494,CUST0008442,Karnataka,Hubballi,Male,Self-employed,Sales and Retail,Upper Mass,53342,688,0.267,Partner Marketplace,Personal Loan,Emergency Expense,High,53.35,2026-03-03,39500.0,24.92,6,7070.03,Active,34308.35,89,61-90 DPD,0,0,21210.09,2250.06,0.1061,2,1,0,61.0,113,0.38,0.58,34308.35,7561.56,1,1,0,42.08,Medium Priority,5.0,2764.03,1.0,2026-06-26,5.0,15274.08,28.76,Escalated call + field follow-up
LOAN00014992,APP00024213,CUST0013909,West Bengal,Howrah,Female,Salaried,Finance and Accounting,Upper Mass,69186,727,0.445,Mobile App,Personal Loan,Medical Expense,Critical,44.76,2025-03-22,226500.0,28.29,36,9404.37,Active,184670.14,72,61-90 DPD,0,0,141065.55000000002,82852.09000000001,0.5873,5,3,4,36.13333333333333,109,0.38,0.58,184670.14,40701.3,1,1,0,46.39,Medium Priority,18.0,175589.17,1.0,2026-06-26,18.0,82215.15,28.76,Escalated call + field follow-up
LOAN00020316,APP00032817,CUST0014378,Tamil Nadu,Chennai,Male,Gig Worker,Freelance Services,Upper Mass,65613,654,0.538,Mobile App,Personal Loan,Travel,Critical,15.8,2026-03-23,165000.0,27.46,12,15879.93,Active,155242.8,48,31-60 DPD,0,0,47639.79,4300.79,0.0903,1,1,1,22.666666666666668,36,0.4574,0.45,155242.8,31953.63,1,0,0,37.03,Medium Priority,1.0,13152.24,0.0,2026-06-14,1.0,85383.54,28.76,Priority phone call
LOAN00009015,APP00014451,CUST0000739,Uttar Pradesh,Noida,Male,Self-employed,Professional Services,Upper Mass,69808,692,0.724,Partner Marketplace,Consumer Durable Loan,Mobile Phone,Critical,41.45,2026-01-11,26500.0,24.25,18,1770.85,Active,25158.55,84,61-90 DPD,0,0,8854.25,4046.99,0.4571,2,1,1,50.8,104,0.38,0.58,25158.55,5544.94,1,1,0,41.82,Medium Priority,4.0,3144.91,1.0,2026-06-10,4.0,11200.59,28.76,Escalated call + field follow-up
LOAN00010468,APP00016785,CUST0001702,Maharashtra,Mumbai,Male,Self-employed,Transport and Logistics,Mass Market,48088,634,0.828,Mobile App,Consumer Durable Loan,Laptop,Critical,36.23,2026-03-06,12500.0,22.74,6,2223.67,Active,13843.33,77,61-90 DPD,0,0,6671.01,4447.34,0.6667,1,0,0,12.666666666666666,38,0.38,0.58,13843.33,3051.07,1,1,0,41.5,Medium Priority,1.0,0.0,0.0,2026-06-20,1.0,5814.2,28.76,Escalated call + field follow-up
LOAN00014418,APP00023268,CUST0002821,Maharashtra,Nashik,Female,Salaried,Education,Mass Market,27402,590,0.579,Mobile App,Consumer Durable Loan,Mobile Phone,Critical,35.12,2026-03-30,9000.0,25.88,6,1615.24,Active,7882.04,88,61-90 DPD,0,0,4845.72,0.0,0.0,3,0,0,76.33333333333333,103,0.38,0.58,7882.04,1737.2,1,1,0,41.33,Medium Priority,2.0,2536.82,0.0,2026-06-26,2.0,3310.46,28.76,Escalated call + field follow-up
LOAN00006513,APP00010503,CUST0021447,Telangana,Karimnagar,Male,Self-employed,Other Services,Mass Market,39619,654,0.576,Mobile App,Personal Loan,Debt Consolidation,Critical,28.24,2026-01-21,96500.0,28.56,12,9339.29,Active,80748.02,76,61-90 DPD,0,0,46696.450000000004,37357.16,0.8,1,0,3,31.6,73,0.38,0.58,80748.02,17796.86,1,1,0,43.41,Medium Priority,9.0,45536.35,3.0,2026-06-29,9.0,40018.72,28.74,Escalated call + field follow-up
LOAN00014019,APP00022613,CUST0009161,Rajasthan,Jodhpur,Male,Salaried,Healthcare,Mass Market,44666,666,0.465,Website,Personal Loan,Family Event,Critical,38.34,2026-01-25,101500.0,27.07,12,9749.23,Active,89022.08,87,Default,0,0,48746.149999999994,14590.81,0.2993,3,1,1,55.6,120,0.38,0.58,89022.08,19620.47,1,1,0,43.65,Medium Priority,9.0,24616.37,2.0,2026-06-10,9.0,41875.99,28.73,Escalated call + field follow-up
LOAN00019376,APP00031376,CUST0001465,Kerala,Thiruvananthapuram,Male,Small Business Owner,Retail Business,Affluent,111109,764,0.3,Website,Personal Loan,Medical Expense,Medium,74.23,2025-08-24,419500.0,22.53,24,21872.84,Active,304922.5,54,31-60 DPD,0,0,218728.4,108604.92,0.4965,3,2,3,37.9,75,0.24,0.45,304922.5,32931.63,1,0,0,31.53,Low Priority,10.0,375727.26,3.0,2026-06-14,10.0,197894.7,28.71,Priority phone call
LOAN00004862,APP00007763,CUST0001705,Maharashtra,Pune,Male,Salaried,Education,Upper Mass,78679,686,0.363,Website,Consumer Durable Loan,Mobile Phone,Medium,63.8,2026-04-05,31500.0,19.55,3,10843.97,Active,42053.0,74,61-90 DPD,0,0,21687.94,0.0,0.0,2,0,0,59.0,67,0.38,0.58,42053.0,9268.48,1,1,0,42.3,Medium Priority,2.0,6037.8,0.0,2026-06-18,2.0,17662.26,28.71,Escalated call + field follow-up
LOAN00012267,APP00019770,CUST0018468,West Bengal,Kolkata,Male,Small Business Owner,Trading,Upper Mass,74818,728,0.608,Mobile App,Personal Loan,Medical Expense,Critical,37.2,2025-07-07,203000.0,27.41,24,11081.43,Active,138999.61,51,31-60 DPD,0,0,121895.73000000001,73302.88,0.6014,3,3,2,42.81818181818182,108,0.4981,0.45,138999.61,31156.07,1,0,0,38.39,Medium Priority,8.0,250763.44,4.0,2026-05-12,8.0,90210.75,28.7,Priority phone call
LOAN00000360,APP00000586,CUST0003300,Uttar Pradesh,Ghaziabad,Male,Salaried,IT and Services,Upper Mass,86795,715,0.521,Website,Personal Loan,Education,High,47.73,2026-01-30,176000.0,25.4,12,16761.96,Active,145363.22,67,61-90 DPD,0,0,83809.79999999999,63412.53,0.7566,0,1,2,11.6,31,0.38,0.58,145363.22,32038.05,1,1,0,45.26,Medium Priority,6.0,42437.98,0.0,2026-06-19,6.0,61052.55,28.68,Escalated call + field follow-up
LOAN00014158,APP00022844,CUST0000497,Rajasthan,Jodhpur,Female,Salaried,Healthcare,Upper Mass,78263,734,0.43,Mobile App,Personal Loan,Family Event,High,47.01,2025-11-14,276000.0,25.95,24,14862.42,Active,239599.27,45,31-60 DPD,0,0,104036.94,79699.33,0.7661,1,1,1,15.142857142857142,52,0.24,0.45,239599.27,25876.72,1,0,0,29.66,Low Priority,6.0,35090.76,3.0,2026-06-29,6.0,155499.93,28.63,Priority phone call
LOAN00008035,APP00012872,CUST0014007,Maharashtra,Pune,Female,Self-employed,Professional Services,Mass Market,41584,669,0.317,Mobile App,Personal Loan,Travel,High,55.7,2025-10-21,63000.0,24.58,36,2490.9,Active,60935.76,63,61-90 DPD,0,0,19927.2,8112.530000000001,0.4071,3,2,3,36.625,81,0.38,0.58,60935.76,13430.24,1,1,0,42.84,Medium Priority,11.0,80772.59,7.0,2026-06-21,11.0,30199.76,28.63,Escalated call + field follow-up
LOAN00018658,APP00030199,CUST0022747,Karnataka,Mysuru,Female,Salaried,Manufacturing,Mass Market,47531,640,0.408,Mobile App,Personal Loan,Travel,Medium,63.04,2025-06-18,96000.0,21.11,18,6268.61,Active,48113.02,68,31-60 DPD,0,0,75223.31999999999,33922.229999999996,0.451,4,3,3,40.083333333333336,118,0.38,0.58,48113.02,10604.11,1,1,0,42.48,Medium Priority,11.0,17120.75,5.0,2026-05-19,11.0,23844.81,28.62,Escalated call + field follow-up
LOAN00002376,APP00003826,CUST0016202,Telangana,Nizamabad,Male,Salaried,IT and Services,Affluent,109194,753,0.17,Partner Marketplace,Personal Loan,Medical Expense,Low,80.86,2026-03-11,281500.0,19.72,36,10421.43,Active,281014.83,37,1-30 DPD,0,0,31264.29,31264.29,1.0,0,0,2,10.333333333333334,21,0.24,0.45,281014.83,30349.6,1,0,0,30.84,Low Priority,2.0,115933.4,0.0,2026-04-23,2.0,154558.16,28.62,Priority phone call
LOAN00020768,APP00033528,CUST0018511,West Bengal,Kolkata,Male,Small Business Owner,Small Business,Upper Mass,78095,694,0.351,DSA Agent,Business Micro-loan,Shop Renovation,Critical,39.09,2026-01-22,88000.0,30.66,18,6160.08,Active,82771.63,89,Default,0,0,30800.4,6160.08,0.2,3,0,2,54.8,117,0.4744,0.58,82771.63,22774.78,1,1,0,47.72,Medium Priority,9.0,23105.31,1.0,2026-06-30,9.0,36849.93,28.57,Escalated call + field follow-up
LOAN00000801,APP00001299,CUST0005720,Uttar Pradesh,Kanpur,Male,Self-employed,Professional Services,Low Income,14885,639,0.369,Partner Marketplace,Consumer Durable Loan,Electronics,Critical,39.34,2025-03-29,46000.0,25.11,18,3093.31,Active,17087.05,80,61-90 DPD,0,0,46399.65,34932.58,0.7529,2,2,5,28.6,108,0.38,0.58,17087.05,3765.99,1,1,0,41.59,Medium Priority,20.0,63316.6,8.0,2026-06-18,20.0,8468.34,28.56,Escalated call + field follow-up
LOAN00007267,APP00011670,CUST0013584,West Bengal,Durgapur,Male,Self-employed,Sales and Retail,Upper Mass,60043,670,0.265,Mobile App,Consumer Durable Loan,Furniture,High,50.23,2026-02-21,60000.0,19.52,12,5544.3,Active,57468.32,75,61-90 DPD,0,0,22177.2,11002.94,0.4961,0,2,2,17.5,33,0.38,0.58,57468.32,12666.02,1,1,0,42.75,Medium Priority,3.0,8388.32,0.0,2026-06-17,3.0,24136.69,28.51,Escalated call + field follow-up
LOAN00016852,APP00027259,CUST0017701,Maharashtra,Mumbai,Female,Contract Worker,Manufacturing,Mass Market,46809,671,0.182,Website,Personal Loan,Medical Expense,High,50.21,2025-10-09,79000.0,26.54,9,9776.75,Active,40801.14,70,61-90 DPD,0,0,78214.0,22819.05,0.2918,5,2,0,65.25,119,0.38,0.58,40801.14,8992.57,1,1,0,42.27,Medium Priority,10.0,86862.83,5.0,2026-06-22,10.0,20221.04,28.49,Escalated call + field follow-up
LOAN00014487,APP00023381,CUST0018324,Delhi,Saket,Male,Small Business Owner,Services Business,Upper Mass,64132,664,0.145,Mobile App,Personal Loan,Travel,High,45.54,2025-12-11,286500.0,24.24,36,11276.35,Active,270227.34,49,31-60 DPD,0,0,67658.1,33829.05,0.5,2,1,0,25.833333333333332,107,0.24,0.45,270227.34,29184.55,1,0,0,30.54,Low Priority,3.0,0.0,0.0,2026-05-24,3.0,148625.04,28.49,Priority phone call
LOAN00002515,APP00004027,CUST0005878,Maharashtra,Nashik,Female,Salaried,Finance and Accounting,Upper Mass,51981,704,0.126,DSA Agent,Personal Loan,Medical Expense,High,54.21,2026-04-01,179000.0,25.02,12,17014.65,Active,187737.45,56,31-60 DPD,0,0,34029.3,17014.65,0.5,0,1,0,0.0,0,0.24,0.45,187737.45,20275.64,1,0,0,28.17,Low Priority,0.0,0.0,0.0,No Prior Contact,0.0,103255.6,28.47,Priority phone call
LOAN00004574,APP00007317,CUST0006694,Delhi,Rohini,Female,Small Business Owner,Small Business,Upper Mass,50661,615,0.501,Mobile App,Consumer Durable Loan,Furniture,Critical,34.05,2025-12-29,42000.0,25.73,12,4006.75,Active,32626.92,73,61-90 DPD,0,0,24040.5,12046.43,0.5011,0,3,3,11.333333333333334,33,0.38,0.58,32626.92,7190.97,1,1,0,42.03,Medium Priority,5.0,10115.67,2.0,2026-06-25,5.0,15347.7,28.45,Escalated call + field follow-up
LOAN00013485,APP00021737,CUST0018989,Andhra Pradesh,Visakhapatnam,Female,Salaried,Healthcare,Low Income,23695,599,0.494,Paid Search,Personal Loan,Home Improvement,High,47.69,2025-10-11,46000.0,24.88,36,1826.03,Active,43107.54,83,Default,0,0,14608.24,10956.18,0.75,1,1,2,12.5,37,0.38,0.58,43107.54,9500.9,1,1,0,42.33,Medium Priority,5.0,7421.11,1.0,2026-06-08,5.0,19191.48,28.42,Escalated call + field follow-up
LOAN00009307,APP00014894,CUST0015261,Maharashtra,Nagpur,Male,Salaried,IT and Services,Mass Market,47164,670,0.44,Website,Personal Loan,Family Event,Critical,37.39,2026-02-14,123000.0,27.17,6,22154.84,Active,95491.09,62,61-90 DPD,0,0,88619.36,27152.64,0.3064,0,2,2,11.0,40,0.38,0.58,95491.09,21046.24,1,1,0,43.83,Medium Priority,5.0,0.0,1.0,2026-06-22,5.0,42512.63,28.41,Escalated call + field follow-up
LOAN00010625,APP00017025,CUST0021028,Madhya Pradesh,Bhopal,Male,Gig Worker,Transport and Logistics,Mass Market,38593,509,0.639,Mobile App,Consumer Durable Loan,Home Appliance,Critical,9.59,2025-08-26,25000.0,26.44,24,1352.42,Active,20610.01,84,61-90 DPD,0,0,13524.2,8857.66,0.6549,1,4,2,22.6,70,0.5715,0.58,20610.01,6831.6,1,1,0,50.31,Medium Priority,9.0,7112.76,2.0,2026-05-23,9.0,9694.95,28.39,Escalated call + field follow-up
LOAN00005361,APP00008593,CUST0010595,Karnataka,Mangaluru,Female,Small Business Owner,Services Business,Upper Mass,64438,658,0.507,Mobile App,Consumer Durable Loan,Laptop,Critical,34.49,2026-04-25,39000.0,24.71,9,4791.6,Active,46113.92,70,61-90 DPD,0,0,9583.2,9583.2,1.0,0,0,1,17.0,34,0.38,0.58,46113.92,10163.51,1,1,0,42.42,Medium Priority,2.0,0.0,0.0,2026-06-09,2.0,19367.85,28.38,Escalated call + field follow-up
LOAN00009961,APP00015944,CUST0013218,Uttar Pradesh,Ghaziabad,Female,Gig Worker,Other Services,Mass Market,36781,599,0.281,Partner Marketplace,Personal Loan,Family Event,Critical,18.96,2026-04-14,65000.0,27.78,9,8083.69,Active,67835.08,50,31-60 DPD,0,0,16167.38,16167.38,1.0,0,0,1,11.5,23,0.5854,0.45,67835.08,17869.8,1,0,0,40.28,Medium Priority,3.0,26498.61,2.0,2026-06-14,3.0,41786.41,28.37,Priority phone call
LOAN00002185,APP00003509,CUST0024196,Uttar Pradesh,Ghaziabad,Male,Salaried,Finance and Accounting,Upper Mass,61749,686,0.509,DSA Agent,Personal Loan,Education,Critical,40.98,2025-03-21,84000.0,29.49,18,5830.86,Active,28687.92,74,61-90 DPD,0,0,87462.9,59070.31,0.6754,4,2,3,24.933333333333334,86,0.38,0.58,28687.92,6322.82,1,1,0,41.92,Medium Priority,20.0,13635.36,6.0,2026-06-17,20.0,14217.73,28.37,Escalated call + field follow-up
LOAN00020867,APP00033669,CUST0010834,Karnataka,Mangaluru,Male,Small Business Owner,Small Business,Upper Mass,52247,682,0.429,Mobile App,Personal Loan,Education,High,54.0,2025-12-02,44500.0,26.65,18,3026.19,Active,37624.51,79,61-90 DPD,0,0,18157.14,9078.57,0.5,3,0,1,40.333333333333336,120,0.38,0.58,37624.51,8292.44,1,1,0,42.18,Medium Priority,6.0,11560.33,2.0,2026-06-09,6.0,17698.57,28.36,Escalated call + field follow-up
LOAN00008586,APP00013780,CUST0014664,Rajasthan,Jodhpur,Female,Gig Worker,Transport and Logistics,Mass Market,42195,601,0.402,Mobile App,Personal Loan,Medical Expense,Critical,31.5,2026-04-25,28000.0,27.6,12,2696.69,Active,31639.9,73,61-90 DPD,0,0,5393.38,0.0,0.0,1,0,1,46.5,93,0.4574,0.58,31639.9,8393.81,1,1,0,45.49,Medium Priority,3.0,0.0,0.0,2026-06-30,3.0,13288.76,28.36,Escalated call + field follow-up
LOAN00019807,APP00032064,CUST0011413,Andhra Pradesh,Visakhapatnam,Male,Contract Worker,Manufacturing,Mass Market,26762,633,0.534,Paid Search,Personal Loan,Unknown,Critical,22.22,2025-11-17,24000.0,28.31,12,2319.79,Active,18730.34,86,61-90 DPD,0,0,16238.529999999999,9755.54,0.6008,2,1,2,31.571428571428573,120,0.4227,0.58,18730.34,4592.04,1,1,0,43.56,Medium Priority,5.0,12796.619999999999,1.0,2026-06-16,5.0,8338.75,28.35,Escalated call + field follow-up
LOAN00001714,APP00002747,CUST0018610,Gujarat,Surat,Female,Self-employed,Other Services,Mass Market,41060,681,0.233,Mobile App,Personal Loan,Home Improvement,High,48.98,2025-11-01,99500.0,25.66,24,5343.47,Active,91597.18,89,Default,0,0,37404.29,32060.82,0.8571,1,0,3,19.857142857142858,79,0.38,0.58,91597.18,20188.02,1,1,0,43.72,Medium Priority,8.0,51193.39,1.0,2026-06-22,8.0,40779.06,28.35,Escalated call + field follow-up
LOAN00013165,APP00021224,CUST0015327,Maharashtra,Pune,Female,Self-employed,Other Services,Affluent,106493,705,0.595,Mobile App,Personal Loan,Emergency Expense,High,53.0,2026-02-13,214000.0,23.41,12,20174.7,Active,183319.15,54,61-90 DPD,0,0,80698.8,0.0,0.0,3,0,1,80.75,120,0.24,0.45,183319.15,19798.47,1,0,0,28.05,Low Priority,3.0,0.0,2.0,2026-06-12,3.0,112924.6,28.35,Priority phone call
LOAN00007095,APP00011400,CUST0016670,Maharashtra,Nagpur,Male,Self-employed,Transport and Logistics,Upper Mass,78773,672,0.387,Website,Personal Loan,Education,Critical,36.8,2025-12-01,250500.0,27.09,18,17089.54,Active,214972.75,55,61-90 DPD,0,0,102537.24,74014.69,0.7218,1,1,1,14.166666666666666,35,0.3638,0.45,214972.75,35193.19,1,0,0,34.52,Low Priority,5.0,166575.05,1.0,2026-06-06,5.0,125329.11,28.35,Priority phone call
LOAN00019281,APP00031214,CUST0017466,Maharashtra,Mumbai,Male,Salaried,Education,Mass Market,36544,612,0.506,Website,Personal Loan,Debt Consolidation,Critical,19.44,2026-04-05,83000.0,27.01,24,4513.98,Active,90783.2,72,61-90 DPD,0,0,9027.96,0.0,0.0,2,0,0,79.0,90,0.38,0.58,90783.2,20008.62,1,1,0,43.7,Medium Priority,6.0,0.0,1.0,2026-06-30,6.0,40416.68,28.34,Escalated call + field follow-up
LOAN00009380,APP00015016,CUST0016451,Telangana,Warangal,Female,Salaried,Finance and Accounting,Upper Mass,62176,698,0.366,DSA Agent,Salary Advance,Festival Expense,Medium,69.88,2024-10-22,15000.0,19.81,1,15247.62,Active,13010.4,80,61-90 DPD,0,0,15247.62,7406.01,0.4857,0,1,0,48.0,48,0.38,0.58,13010.4,2867.49,1,1,0,41.47,Medium Priority,17.0,22187.02,5.0,2026-05-07,17.0,6447.95,28.33,Escalated call + field follow-up
LOAN00013522,APP00021798,CUST0023277,Kerala,Kozhikode,Male,Contract Worker,Other Services,Upper Mass,62092,718,0.651,Mobile App,Personal Loan,Medical Expense,High,48.81,2025-12-26,110500.0,25.55,24,5928.09,Active,99836.04,88,61-90 DPD,0,0,35568.54,23712.36,0.6667,2,0,3,35.166666666666664,94,0.38,0.58,99836.04,22003.86,1,1,0,43.96,Medium Priority,11.0,23214.58,2.0,2026-06-11,11.0,46962.87,28.27,Escalated call + field follow-up
LOAN00004553,APP00007279,CUST0024089,Rajasthan,Udaipur,Female,Self-employed,Small Business,Mass Market,30477,719,0.365,Website,Business Micro-loan,Equipment Purchase,Critical,19.59,2025-09-25,108500.0,32.11,12,10690.28,Active,60484.68,73,61-90 DPD,0,0,96212.52,53451.4,0.5556,4,0,1,43.22222222222222,111,0.4331,0.58,60484.68,15193.63,1,1,0,45.22,Medium Priority,9.0,28798.99,3.0,2026-06-14,9.0,29976.21,28.27,Escalated call + field follow-up
LOAN00013612,APP00021933,CUST0015964,Gujarat,Surat,Male,Gig Worker,Other Services,Upper Mass,50737,659,0.335,Website,Salary Advance,Utility Bills,Critical,42.77,2026-03-28,14500.0,25.67,6,2600.8,Active,14202.97,77,61-90 DPD,0,0,7802.400000000001,2600.8,0.3333,1,0,2,46.333333333333336,108,0.4138,0.58,14202.97,3408.77,1,1,0,43.03,Medium Priority,2.0,0.0,0.0,2026-06-24,2.0,5965.25,28.26,Escalated call + field follow-up
LOAN00009990,APP00015994,CUST0021713,Gujarat,Rajkot,Male,Contract Worker,Sales and Retail,Mass Market,37418,593,0.504,Partner Marketplace,Consumer Durable Loan,Electronics,Critical,37.7,2025-12-11,14500.0,25.19,12,1379.48,Active,11036.49,74,61-90 DPD,0,0,8276.880000000001,4207.120000000001,0.5083,1,5,0,49.166666666666664,59,0.4226,0.58,11036.49,2705.13,1,1,0,43.33,Medium Priority,13.0,15154.02,5.0,2026-06-22,13.0,5469.68,28.25,Escalated call + field follow-up
LOAN00018300,APP00029608,CUST0007580,Madhya Pradesh,Jabalpur,Female,Small Business Owner,Small Business,Upper Mass,65829,684,0.347,Mobile App,Consumer Durable Loan,Electronics,High,56.22,2026-03-26,38500.0,22.08,12,3604.87,Active,37543.33,84,61-90 DPD,0,0,10814.61,3604.87,0.3333,1,1,0,34.0,102,0.38,0.58,37543.33,8274.55,1,1,0,42.17,Medium Priority,5.0,23666.42,1.0,2026-06-19,5.0,16714.29,28.25,Escalated call + field follow-up
LOAN00016440,APP00026584,CUST0007836,Delhi,Rohini,Male,Salaried,Healthcare,Mass Market,47280,639,0.689,Website,Personal Loan,Family Event,Critical,35.15,2024-10-04,46000.0,25.6,24,2468.96,Active,16282.28,78,Default,0,0,49379.2,35229.57,0.7134,5,3,5,30.75,117,0.38,0.58,16282.28,3588.61,1,1,0,41.57,Medium Priority,24.0,77616.13,5.0,2026-06-30,24.0,8069.5,28.24,Escalated call + field follow-up
LOAN00019991,APP00032327,CUST0005575,Karnataka,Bengaluru,Male,Salaried,Education,Affluent,120188,740,0.167,Partner Marketplace,Personal Loan,Travel,Medium,68.51,2026-04-13,463000.0,22.97,24,24241.95,Active,448408.36,15,1-30 DPD,0,0,48483.9,39931.09,0.8236,0,1,0,18.5,37,0.06,0.45,448408.36,12107.03,0,0,0,15.54,Low Priority,0.0,0.0,0.0,No Prior Contact,0.0,246624.6,28.23,Digital reminder + payment link
LOAN00020786,APP00033557,CUST0012768,Maharashtra,Pune,Male,Contract Worker,Construction,Upper Mass,62001,620,0.458,Social Media,Consumer Durable Loan,Electronics,Critical,29.73,2026-04-14,10500.0,24.89,12,997.4,Active,11795.6,74,61-90 DPD,0,0,1994.8,273.9,0.1373,1,1,0,70.0,113,0.38,0.58,11795.6,2599.75,1,1,0,41.44,Medium Priority,1.0,0.0,0.0,2026-06-18,1.0,4954.15,28.23,Escalated call + field follow-up
